id	year	title_eng	genre	translator_signature	translator_name	title	first_line	prose_or_verse	txt_version	source_title	place	volume	pages	source_type
"101"	1828	"The Wild Gazelle"	"Стихи; Еврейские мелодии"	"А. Киров"	"КировА"	"Еврейская мелодия, из Байрона"	"Свободно серна попирает"	"стихи"	"да"	"Славянин"	"NA"	"Ч. 7. № 39. Отд. 2"	"С. 505-506"	"периодика"
"102"	1828	"My Soul Is Dark"	"Стихи; Еврейские мелодии"	"А. Киров"	"КировА"	"Еврейская мелодия, из Байрона"	"Душа моя мрачна! играй, певец младой"	"стихи"	"да"	"Славянин"	"NA"	"Ч. 8. № 41. Отд. 2"	"С. 67-68"	"периодика"
"103"	1828	"Oh, Shatched away in Beauty’s Bloom"	"Стихи; Еврейские мелодии"	"А. Киров"	"КировА"	"Еврейская мелодия, из Байрона"	"О ты, увядшая во цвете юных дней"	"стихи"	"да"	"Славянин"	"NA"	"Ч. 8. № 42. Отд. 2"	"С. 105"	"периодика"
"104"	1828	"I Saw Thee Weep"	"Стихи; Еврейские мелодии"	"А. Киров"	"КировА"	"Еврейская мелодия, из Байрона"	"Я зрел тебя – твой взор прелестный"	"стихи"	"да"	"Славянин"	"NA"	"Ч. 8. № 44. Отд. 2"	"С. 191"	"периодика"
"105"	1828	"Manfred"	"Драматургия"	"Иван Козлов"	"КозловИИ"	"Обворожение (Из Лорда Бейрона). Князю П. А. Вяземскому"	"Когда луна сребрит поток"	"стихи"	"да"	"Невский альманах"	"NA"	"NA"	"С. 347-352"	"периодика"
"606"	1828	"Lines Written in an Album at Malta"	"Стихи"	"И. Козлов"	"КозловИИ"	"В альбом ***"	"Когда над сонною рекой"	"стихи"	"NA"	"Невский альманах"	"NA"	"NA"	"NA"	"периодика"
"607"	1828	"NA"	"Стихи"	"В. М."	"ВронченкоМП"	"Последние стихи Лорда Байрона"	"Пора недвижным сердцу быть"	"стихи"	"NA"	"Русский Зритель"	"NA"	"Ч. 1. № 3-4"	"С. 208-210"	"периодика"
"608"	1828	"NA"	"Стихи"	"А. Редкин"	"РедкинА"	"NA"	"В тебе приветная луна (подражание)"	"стихи"	"NA"	"Цевница"	"NA"	"NA"	"С. 37"	"периодика"
"106"	1828	"Oscar of Alva"	"Поэмы"	"П. Кудряшев"	"КудряшевПМ"	"Оскар Альвский. Повесть"	"Светило ночное лучи разливает"	"стихи"	"да"	"Вестник Европы"	"NA"	"№ 4"	"С. 265-278"	"периодика"
"107"	1828	"Marino Faliero"	"Драматургия"	"Н. Маркевич"	"МаркевичНА"	"Ночь в Венеции: (из трагедии Лорда Байрона)"	"Я отдохну. Я утомлен"	"стихи"	"да"	"Московский телеграф"	"NA"	"Ч. 19. № 3"	"С. 324-327"	"периодика"
"108"	1828	"Manfred"	"Драматургия"	"О."	"ОблеуховДА"	"Манфред"	"Лампада гаснет – здесь и вне"	"стихи"	"NA"	"Московский вестник"	"NA"	"Ч. 8. № 7"	"С. 241-289"	"периодика"
"111"	1829	"Don Juan"	"Поэмы"	"Ш."	"NA"	"Дон Жуан. 14 песня. Пер. с англ. Ш. [в прозе]"	"NA"	"проза"	"NA"	"Московский телеграф"	"NA"	"Ч. 25 № 1, 2"	"С. 38-54; С. 179-195"	"периодика"
"112"	1829	"Don Juan"	"Поэмы"	"Н. Маркевич"	"МаркевичНА"	"Отрывок из поэмы «Дон Жуан»"	"Героя нужно мне; но, странно!"	"стихи"	"да"	"Московский телеграф"	"NA"	"Ч. 26. № 7"	"С. 248-256"	"периодика"
"113"	1829	"Vision of Belshazzar"	"Стихи, Еврейские мелодии"	"б.п."	"ПолежаевАИ"	"Видение Валтасара"	"Царь на троне сидит"	"стихи"	"да"	"Московский телеграф"	"NA"	"Ч. 25. № 2. Отд. 1"	"С. 175-176"	"периодика"
"114"	1829	"Darkness"	"Стихи"	"Ротчев"	"РотчевАГ"	"Тьма (Из Лорда Байрона)"	"Сон дивный посетил меня"	"стихи"	"да"	"Северные цветы на 1829"	"NA"	"Отд. 2"	"С. 137-141"	"периодика"
"616"	1829	"Vision of Belshazzar"	"Стихи, Еврейские мелодии"	"NA"	"ПолежаевАИ"	"Видение Валтасара"	"NA"	"стихи"	"NA"	"Галатея"	"NA"	"Ч. 1. № 6"	"С. 331"	"периодика"
"617"	1829	"The Siege of Corinth"	"Поэмы"	"Трилунный"	"СтруйскийДЮ"	"Осада Миссолунги (подр.)"	"NA"	"стихи"	"NA"	"Галатея."	"NA"	"Ч. 5. № 26. С. 252-257, Ч. 7. № 32. С. 43-49, Ч. 9. № 43. С. 98-103, Ч. 10. № 47. С. 43-47."	"NA"	"периодика"
"618"	1829	"NA"	"NA"	"NA"	"NA"	"Ода Наполеону"	"NA"	"стихи"	"NA"	"Славянин"	"NA"	"Ч. 11. № 31-32"	"С. 182-187"	"периодика"
"619"	1829	"NA"	"Стихи"	"NA"	"NA"	"Тьма"	"NA"	"стихи"	"NA"	"Русский зритель"	"NA"	"Ч. 4. № 13-14."	"С. 64-67"	"периодика"
"115"	1829	"The Giaour"	"Поэмы"	"Трилунный"	"СтруйскийДЮ"	"Отрывок из поэмы Лорда Байрона: Гиаур"	"Не бьются спящие валы"	"стихи"	"да"	"Галатея"	"NA"	"№ 19"	"С. 175-181"	"периодика"
"116"	1829	"The Giaour"	"Поэмы"	"П. Шереметьевский"	"ШереметьевскийП"	"Отрывок из повести лорда Байрона: Гяур"	"Солнце к западу склонилось"	"стихи"	"да"	"Зимцерла"	"NA"	"Отд. 2"	"С. 30-42"	"периодика"
"117"	1830	"Child Harold’s Pilgrimage"	"Поэмы"	"А. С."	"NA"	"Прощальная песнь"	"Прости, родимая страна"	"стихи"	"да"	"Вестник Европы"	"NA"	"№ 4"	"С. 267-270"	"периодика"
"118"	1830	"Oscar of Alva"	"Поэмы"	"…в"	"NA"	"Оскар Альвский. Повесть [в прозе]"	"NA"	"проза"	"да"	"Дамский журнал"	"NA"	"Ч. 32. № 40"	"С. 1-9"	"периодика"
"119"	1830	"NA"	"Стихи; Еврейские мелодии"	"В. Гаркуша"	"ГаркушаВ"	"Турецкая элегия (Подражание Байрону)"	"Я арфу дал тебе - царицу песней славы"	"NA"	"да"	"Подснежник"	"NA"	"NA"	"С. 93–94"	"периодика"
"120"	1830	"Don Juan"	"Поэмы"	"И. Козлов"	"КозловИИ"	"Из Байронова «Дон Жуана» (Вольное подражание)"	"О, любо нам! Как месяц полный"	"стихи"	"да"	"Северные цветы на 1830"	"NA"	"Отд.2"	"С. 106"	"периодика"
"121"	1830	"The Siege of Corinth"	"Поэмы"	"Иван Козлов"	"КозловИИ"	"Явление Франчески (Из осады Коринфа). Лорда Байрона"	"Он у столба на камень сел"	"стихи"	"да"	"Невский альманах"	"NA"	"NA"	"С. 157-165"	"периодика"
"122"	1830	"On Jordan’s Banks"	"Стихи; Еврейские мелодии"	"Ободовский"	"ОбодовскийПГ"	"Глас мщения (Подражание Байрону)"	"Вельблюд Араба пьет из Иордана"	"стихи"	"да"	"Галатея"	"NA"	"Ч. 12. № 8"	"С. 77-78"	"периодика"
"123"	1830	"On Jordan’s Banks"	"Стихи; Еврейские мелодии"	"П. Ободовский"	"ОбодовскийПГ"	"Глас мщения (Подражание Байрону)"	"Вельблюд Араба пьет из Иордана"	"стихи"	"да"	"Невский альманах"	"NA"	"NA"	"С. 226"	"периодика"
"124"	1830	"Child Harold’s Pilgrimage"	"Поэмы"	"Трилунный"	"СтруйскийДЮ"	"Отплытие Чайльд-Гарольда (Из Байрона)"	"Никто Гарольда не любил"	"стихи"	"да"	"Литературная газета"	"NA"	"№ 35"	"С. 279-280"	"периодика"
"125"	1830	"The Giaour"	"Поэмы"	"Трилунный"	"СтруйскийДЮ"	"Отрывок из Гьяура"	"Утес над бездною висит"	"стихи"	"да"	"Галатея"	"NA"	"Ч. 18. № 39"	"С. 82-85"	"периодика"
"126"	1830	"Child Harold’s Pilgrimage"	"Поэмы"	"В. Щастный"	"ЩастныйВН"	"Умирающий гладиатор. Из IV песни Байронова Чайльд-Гарольда"	"Я зрю бойца. Поверженный во прах"	"стихи"	"да"	"Невский альманах"	"NA"	"NA"	"С. 397-398"	"периодика"
"632"	1830	"NA"	"Стихи"	"NA"	"NA"	"Стансы на музыку"	"Нет, ни одной из дщерей красоты"	"стихи"	"NA"	"Московский вестник"	"NA"	"Ч. 6. № 21-24"	"С. 27"	"периодика"
"633"	1830	"NA"	"NA"	"NA"	"NA"	"К моему сыну"	"NA"	"NA"	"NA"	"Литературная газета"	"NA"	"№ 13-14"	"NA"	"периодика"
"634"	1830	"Child Harold’s Pilgrimage"	"Поэмы"	"Трилунный"	"СтруйскийДЮ"	"NA"	"Развалины! Священные Афины…"	"стихи"	"NA"	"Московский вестник"	"NA"	"Ч. 6. № 21-24"	"С. 14-16"	"периодика"
"635"		"Werner"	"Драматургия"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"РЗ. Театральный альманах на 1830 год."	"NA"	"NA"	"NA"	"периодика"
"636"	1830	"NA"	"NA"	"Ш-ш-нъ"	"Шеншин"	"Умершей любовнице"	"NA"	"NA"	"NA"	"Северный Меркурий"	"NA"	"№ 29"	"С. 113-116"	"периодика"
"128"	1831	"NA"	"Записки"	"б.п."	"NA"	"Записки Лорда Байрона, изданные Томасом Муром. Том четвертый"	"Подпавший рано под владычество чувств"	"проза"	"NA"	"Колокольчик"	"NA"	"№ 13"	"С. 49-50"	"периодика"
"129"	1831	"NA"	"Записки"	"NN"	"NA"	"Записки Лорда Байрона, изданные Томасом Муром. Том четвертый"	"26 генваря 1821. Прекрасный день"	"проза"	"NA"	"Колокольчик"	"NA"	"№ 14"	"С. 53-54"	"периодика"
"130"	1831	"The Bride of Abydos"	"Поэмы"	"б.п."	"NA"	"Зюлейка [Отрывок из «Абидосской невесты»] [в прозе]"	"NA"	"проза"	"да"	"Молва"	"NA"	"№ 23."	"С. 1"	"периодика"
"131"	1831	"Lines Written in an Album at Malta"	"Стихи"	"В. О-в"	"NA"	"В альбом В. И. Ор….вой. Из Байрона"	"Как иногда на камне гробовом"	"стихи"	"да"	"Гирлянда"	"NA"	"Ч. 1. Кн. 9."	"С. 219"	"периодика"
"132"	1831	"Sardanapalus"	"Драматургия"	"Вронченко"	"ВронченкоМП"	"Сон Сарданапала (Сарданапал, Траг. Л. Байрона. Действие IV, явл. I)"	"Он дремлет и не слышал как пришла я"	"стихи"	"да"	"Одесский альманах"	"NA"	"NA"	"С. 228-238"	"периодика"
"133"	1831	"Child Harold’s Pilgrimage"	"Поэмы"	"Трилунный"	"СтруйскийДЮ"	"Море, подражание Байрону"	"Волнуйся, синий океан!"	"стихи"	"да"	"Альциона"	"NA"	"Отд. 2"	"С. 46-47"	"периодика"
"134"	1831	"Darkness"	"Стихи"	"Трилунный"	"СтруйскийДЮ"	"Тьма (Подражание Байрону)"	"Непостижимый, грозный сон!"	"стихи"	"да"	"Северные цветы на 1832"	"NA"	"Отд. 2"	"С. 35"	"периодика"
"135"	1831	"Child Harold’s Pilgrimage"	"Поэмы"	"Павел Чижов"	"ЧижовП"	"Прощание Чайльд-Гарольда (Из Лорда Байрона)"	"Прощай, прощай, мой край родной!"	"стихи"	"да"	"ЛПРИ"	"NA"	"Ч. 2. № 47"	"С. 366-367"	"периодика"
"136"	1831	"Prometheus"	"Стихи"	"М. Юз…"	"ЮзефовичМВ"	"Прометей (Подражание Байрону)"	"Титан! Ты зрел, как страждет человек"	"стихи"	"да"	"Одесский альманах"	"NA"	"NA"	"С. 106-107"	"периодика"
"137"	1832	"NA"	"Стихи"	"П. Др-в"	"NA"	"Легкая смерть (Из Байрона)"	"Когда придешь, моя пора"	"стихи"	"да"	"Северная Минерва"	"NA"	"№ 13."	"С. 15-16"	"периодика"
"138"	1832	"Lines Written in an Album at Malta"	"Стихи"	"В. Межевич"	"МежевичВС"	"В альбом к *** (Из Байрона)"	"Как взор прохожего надгробием простым"	"стихи"	"да"	"Молва"	"NA"	"№ 84"	"С. 333"	"периодика"
"139"	1832	"The Giaour"	"Поэмы"	"В. Трубников"	"ТрубниковВ"	"Отрывок из «Гяура» (Поэмы лорда Байрона)"	"Утес огромный над водою"	"стихи"	"да"	"ЛПРИ"	"NA"	"Ч. 6. № 52"	"С. 415-416"	"периодика"
"649"	1832	"Marino Faliero"	"Драматургия"	"В. Романович"	"ЛюбичРомановичВИ"	"Баркарола"	"NA"	"NA"	"NA"	"Альциона на 1832"	"NA"	"NA"	"NA"	"периодика"
"140"	1833	"Darkness"	"Стихи"	"Вронченко"	"ВронченкоМП"	"Мрак (из Байрона)"	"Я видел сон, не вовсе бывший сном"	"стихи"	"да"	"ЛПРИ"	"NA"	"Ч. 9. № 21"	"С. 167"	"периодика"
"651"	1833	"The Bride of Abydos"	"Поэмы"	"И. Козлов"	"КозловИИ"	"(Из Байрона)"	"Любовник розы, соловей…"	"стихи"	"NA"	"Северная лютня. Майский подарок любительницам пения. Собрание самых новейших романсов, элегий и песен"	"NA"	"NA"	"С. 14"	"периодика"
"141"	1833	"Don Juan"	"Поэмы"	"Ознобишин"	"ОзнобишинДП"	"Письмо Юлии к Дон-Жуану"	"Все кончено!... Ты едешь, я узанала"	"стихи"	"да"	"Молва"	"NA"	"№ 84"	"С. 333-334"	"периодика"
"142"	1833	"The Lament of Tasso"	"Поэмы"	"В. Трубников"	"ТрубниковВ"	"Сетование Тасса. Поэма лорда Байрона"	"Как медленно несется время"	"стихи"	"да"	"ЛПРИ"	"NA"	"Ч. 10. № 52"	"С. 411-416"	"периодика"
"143"	1834	"Child Harold’s Pilgrimage"	"Поэмы"	"И. Гогниев"	"ГогниевИЕ"	"Прощанье Байрона с дочерью (Из Чайльд-Гарольда)"	"Сходно ль ты с матерью своей"	"стихи"	"да"	"ЛПРИ"	"NA"	"Ч. 15. № 58"	"С. 463-464"	"периодика"
"144"	1834	"Child Harold’s Pilgrimage"	"Поэмы"	"И. Козлов"	"КозловИИ"	"Байрон в Колизее. Отрывок из IV песни Чайльд-Гарольда"	"О время, мертвых украшатель"	"стихи"	"да"	"Библиотека для чтения"	"NA"	"Т. 7. № 12."	"С. 120-123"	"периодика"
"145"	1834	"NA"	"Стихи"	"И. Козлов"	"КозловИИ"	"Станцы из Лорда Бейрона"	"Меж дев, волшебными красами"	"стихи"	"да"	"Библиотека для чтения"	"NA"	"Т. 3. № 4"	"С. 23"	"периодика"
"146"	1835	"Lines Written in an Album at Malta"	"Стихи"	"Ал. Бистром"	"БистромА"	"В альбом Ал. Мо….нъ К.Р.П.Н.К.ВОЙ (Из Байрона)"	"Как имя скрытое под гробовой доской"	"стихи"	"да"	"ЛПРИ"	"NA"	"Ч. 17. № 7."	"С. 54-55"	"периодика"
"147"	1835	"The Destruction of Sennacherib"	"Стихи, Еврейские мелодии"	"И. Гогниев"	"ГогниевИЕ"	"Разбитие Сеннахерима (Из Байрона)"	"Как волк на добычу нахлынул вдруг он!"	"стихи"	"да"	"Библиотека для чтения"	"NA"	"Т. 13. Отд. 11"	"С. 21-22"	"периодика"
"148"	1835	"Child Harold’s Pilgrimage"	"Поэмы"	"И. Козлов"	"КозловИИ"	"Добрая ночь. Из Байронова Шильд-Гарольда"	"Прости, прости, мой край родной!"	"стихи"	"да"	"Весенние цветы, или Собрание романсов, баллад и песен А. Пушкина, Жуковского, Козлова, Баратынского, Туманского, Ф. Глинки, Ознобишина, Раича, Маркевича, Вяземского и проч. М., 1835"	"NA"	"NA"	"С. 149-154"	"периодика"
"149"	1835	"NA"	"Стихи"	"С. Ротчев"	"РотчевАГ"	"Стансы. Из Байрона"	"В свете радость невозвратно"	"стихи"	"да"	"Весенние цветы, или Собрание романсов, баллад и песен А. Пушкина, Жуковского, Козлова, Баратынского, Туманского, Ф. Глинки, Ознобишина, Раича, Маркевича, Вяземского и проч. М., 1835"	"NA"	"NA"	"С. 116-118"	"периодика"
"661"	1836	"NA"	"Стихи, Еврейские мелодии"	"И. Гогниев"	"ГогниевИЕ"	"NA"	"Свободно прядает газель"	"стихи"	"NA"	"Библиотека для чтения"	"NA"	"Т. 15. № 3"	"NA"	"периодика"
"150"	1836	"If That High World"	"Стихи, Еврейские мелодии"	"И. Козлов"	"КозловИИ"	"Еврейская мелоди. Из Байрона"	"Когда в нетленном мире том"	"стихи"	"да"	"Библиотека для чтения"	"NA"	"Т. 19. № 11"	"С. 16"	"периодика"
"151"	1837	"The Prisoner of Chillon"	"Поэмы"	"Жуковский"	"ЖуковскийВА"	"Шильонский узник"	"Взгляните на меня: я сед!..."	"стихи"	"NA"	"Журнал для чтения воспитанников военно-учебных заведений"	"NA"	"Т. 8. № 29"	"С. 3-17"	"периодика"
"152"	1838	"Mazeppa"	"Поэмы"	"Я.Г."	"ГротЯК"	"Мазепа. Поэма"	"Замолкли громы под Полтавой"	"стихи"	"да"	"Современник"	"NA"	"Т. 9."	"С. 94-128"	"периодика"
"665"	1838	"The Giaour"	"Поэмы"	"Ив. Козлов"	"КозловИИ"	"NA"	"Блестя на пурпурных крылах"	"стихи"	"NA"	"Литературная газета"	"NA"	"№ 15"	"NA"	"периодика"
"153"	1838	"The Giaour"	"Поэмы"	"Ив. Козлов"	"КозловИИ"	"Из «Джяура» (Подражательный перевод)"	"Блестя на пурпурных крылах"	"стихи"	"да"	"ЛПРИ"	"NA"	"№ 24"	"С. 466"	"периодика"
"154"	1838	"The Corsair"	"Поэмы"	"Иван Козлов"	"КозловИИ"	"Стансы (Из «Морского разбойника» лорда Байрона)"	"Глубоко в тишине, предав навек безмолвью"	"стихи"	"да"	"Альманах на 1838 год"	"NA"	"NA"	"С. 291"	"периодика"
"155"	1838	"NA"	"Стихи"	"И.Мейстер"	"МейснерАЯ"	"К Тирзе (из Байрона)"	"Еще одно усилие, и я свободен"	"стихи"	"да"	"ЛПРИ"	"NA"	"№ 11"	"С. 208-209"	"периодика"
"156"	1839	"The Dream"	"Стихи"	"б.п."	"NA"	"Сон (Из Байрона)"	"Жизнь двойственна: у сна особый мир"	"стихи"	"NA"	"ЛПРИ"	"NA"	"Т. 2. № 3"	"С. 47-49"	"периодика"
"157"	1839	"Child Harold’s Pilgrimage"	"Поэмы"	"***"	"NA"	"Из Чайльд Гарольда"	"На твой привет не в силах я…"	"стихи"	"NA"	"Галатея"	"NA"	"Ч. 5. № 36"	"С. 29-31"	"периодика"
"671"	1839	"NA"	"Стихи"	"Нат. Василькович"	"ВасильковичН"	"Экспромт"	"Когда заметишь ты, что мрачною печалью"	"стихи"	"NA"	"Галатея"	"NA"	"Ч. 3"	"С. 74"	"периодика"
"158"	1839	"My Soul Is Dark"	"Стихи; Еврейские мелодии"	"П. Волков"	"ВолковПГ"	"Мелодия (Из Байрона)"	"Я грустен. На арфе взыграй златострунной!"	"стихи"	"NA"	"Библиотека для чтения"	"NA"	"Т. 36. № 10"	"С. 143"	"периодика"
"159"	1839	"My Soul Is Dark"	"Стихи, Еврейские мелодии"	"М. Лермонтов"	"ЛермонтовМЮ"	"Душа моя мрачна. Скорей, певец, скорей!.."	"Душа моя мрачна. Скорей, певец, скорей!.."	"стихи"	"NA"	"Отечественные записки"	"NA"	"Т. 4. № 6"	"С. 80"	"периодика"
"160"	1839	"Lines Written in an Album at Malta"	"Стихи"	"М. Лермонтов"	"ЛермонтовМЮ"	"В альбом (Из Байрона)"	"Как одинокая гробница"	"стихи"	"NA"	"Отечественные записки"	"NA"	"Т. 4. № 6"	"С. 81"	"периодика"
"161"	1840	"Lines Written in an Album at Malta"	"Стихи"	"В.Межевич"	"МежевичВС"	"Из Байрона"	"Как взор прохожего надгробием простым"	"стихи"	"NA"	"Литературная газета"	"NA"	"№ 12"	"С. 273"	"периодика"
"676"	1840	"Child Harold’s Pilgrimage"	"Поэмы"	"Б-ский"	"БуняковскийВ"	"NA"	"NA"	"стихи"	"NA"	"Маяк"	"NA"	"Ч. 12"	"С. 19"	"периодика"
"677"	1841	"NA"	"Стихи"	"NA"	"ЗотовВР"	"NA"	"Ты жизнию меня"	"стихи"	"NA"	"Маяк"	"NA"	"Т. 1"	"NA"	"периодика"
"165"	1841	"Manfred"	"Драматургия"	"А. Бородин"	"БородинАН"	"Манфред. Драматическая поэма в 3-х действиях. Сочинение лорда Байрона"	"NA"	"стихи"	"NA"	"Пантеон русского и всех европейских театров"	"NA"	"Ч. 1. Кн. 2"	"С. 1-24"	"периодика"
"166"	1841	"Fill the Goblet Again"	"Стихи"	"В. Зотов"	"ЗотовВР"	"Застольная песня (из Байрона)"	"Наливай, наливай кубок светлый вином"	"стихи"	"NA"	"Репертуар русского театра"	"NA"	"Т. 2. Кн. 12"	"С. 25"	"периодика"
"167"	1841	"NA"	"Стихи, Еврейские мелодии"	"В. Зотов"	"ЗотовВР"	"Слеза"	"Когда в нас любовь"	"стихи"	"NA"	"Репертуар русского театра"	"NA"	"Т. 2. Кн. 12"	"С. 24"	"периодика"
"163"	1841	"NA"	"Стихи"	"Л-в"	"Лв"	"Два стихотворения из Байрона. 1. О жизнь моя в час неги и любви"	"О жизнь моя в час неги и любви"	"стихи"	"NA"	"Репертуар русского театра"	"NA"	"Т. 1. Кн. 3"	"С. 2-3"	"периодика"
"164"	1841	"Lines Inscribed Upon a Cup Formed from a Skull"	"Стихи"	"Л-в"	"Лв"	"Два стихотворения из Байрона. 2. Стихи, написанные на чаше, сделанной из человеческого черепа"	"Не морщись - пей! - Мой дух еще со мной"	"стихи"	"NA"	"Репертуар русского театра"	"NA"	"Т. 1. Кн. 3"	"С. 3"	"периодика"
"168"	1841	"Stanzas for Music"	"Стихи, Еврейские мелодии"	"Н. Огарев"	"ОгаревНП"	"Стансы (Из Байрона)"	"Ни одна не станет в споре"	"стихи"	"NA"	"Отечественные записки"	"NA"	"Т. 19. № 12"	"С. 183"	"периодика"
"169"	1841	"On this Day I Complete my Thirty-Sixth Year"	"Стихи"	"К. П-ва"	"ПавловаКК"	"Последние стихи Лорда Байрона («Пора остыть душе гонимой…»)"	"Пора остыть душе гонимой"	"стихи"	"NA"	"Москвитянин"	"NA"	"Ч. 2. № 3"	"С. 110-111"	"периодика"
"170"	1841	"Child Harold’s Pilgrimage"	"Поэмы"	"К. П-ва"	"ПавловаКК"	"Аполлон Белведерский (Отрывок из Байрона)"	"Вот он - владыка неизбежных стрел…"	"стихи"	"NA"	"Москвитянин"	"NA"	"Ч. 6. № 12"	"С. 294-295"	"периодика"
"171"	1842	"Sardanapalus"	"Драматургия"	"Д."	"КаменскийД"	"Сарданапал [Действие 1-е. Явл. 1 и 2]"	"Он оскорбил царицу; но он царь"	"стихи"	"NA"	"Русский вестник"	"NA"	"№ 7-8"	"С. 1-20"	"периодика"
"687"	1842	"NA"	"Стихи, Еврейские мелодии"	"Н. Ш."	"NA"	"Мелодия"	"Когда ты заплачешь"	"стихи"	"NA"	"Подземные ключи"	"NA"	"NA"	"С. 221"	"периодика"
"688"	1842	"NA"	"NA"	"Ю. П."	"ПознанскийЮ"	"NA"	"На глас моих отцов, к чертогам их лазурным"	"NA"	"NA"	"Русский вестник"	"NA"	"Т. 5. № 3"	"С. 159"	"периодика"
"172"	1842	"Child Harold’s Pilgrimage"	"Поэмы"	"М. Лермонтов"	"ЛермонтовМЮ"	"Умирающий гладиатор"	"Ликует буйный Рим… торжественно гремит"	"стихи"	"NA"	"Отечественные записки"	"NA"	"Т. 21. № 4"	"С. 378"	"периодика"
"173"	1842	"Beppo"	"Поэмы"	"В. Любич-Романович"	"ЛюбичРомановичВИ"	"Беппо. Венецианская повесть (вольный перевод из сочинений Байрона)"	"Читатель знает, без сомненья"	"стихи"	"да"	"Сын отечества"	"NA"	"Ч. 2. Кн. 3-4. № 4"	"С. 1-36"	"периодика"
"174"	1842	"The Corsair"	"Поэмы"	"П. Петровский"	"ПетровскийП"	"Корсар в плену у Сеида. Эпизод из Бирона, имровизированный господином Джустиниани. Форма подлинника"	"В страшной мгле глухой полночи"	"стихи"	"да"	"Библиотека для чтения"	"NA"	"Т. 50"	"С. 13-15"	"периодика"
"175"	1843	"Impromtu, in Reply to a Friend"	"Стихи"	"Наталья Василькович"	"ВасильковичН"	"Экспромпт (из Байрона)"	"Когда заметишь ты, что мрачною печалью"	"стихи"	"да"	"Молодик"	"NA"	"Ч. 1"	"С. 249"	"периодика"
"176"	1843	"Lines Written in an Album at Malta"	"Стихи"	"В. Гаевский"	"ГаевскийВП"	"В альбом (из Байрона)"	"Как на себя невольно обратят"	"стихи"	"да"	"Сын отечества"	"NA"	"Кн. 5. № 5"	"С. 3-4"	"периодика"
"177"	1843	"Impromtu, in Reply to a Friend"	"Стихи"	"С.Д."	"ДуровСФ"	"Из Байрона"	"Когда из глубины души моей больной"	"стихи"	"да"	"Литературная газета"	"NA"	"№ 43"	"С. 766"	"периодика"
"178"	1843	"Oh, Shatched away in Beauty’s Bloom"	"Стихи, Еврейские мелодии"	"И. Крешев"	"КрешевИП"	"Мелодия (из Байрона)"	"Угаснешь ты весной своих цветущих дней"	"стихи"	"да"	"Библиотека для чтения"	"NA"	"Т. 58."	"С. 123"	"периодика"
"179"	1843	"By the Rivers of Babylon"	"Стихи, Еврейские мелодии"	"Полугарский"	"ПолугарскийИИ"	"Переложение псалма 136"	"У вод в роскошном Вавилоне"	"стихи"	"да"	"Журнал для чтения воспитанников военно-учебных заведений"	"NA"	"Т. 43. №171"	"С. 401-402"	"периодика"
"697"	1843	"NA"	"Стихи, Еврейские мелодии"	"Н. Ш."	"NA"	"Мелодия"	"Когда ты заплачешь"	"стихи"	"NA"	"Отечественные записки"	"NA"	"Т. 26"	"С. 54-55"	"периодика"
"698"	1843	"Sardanapalus"	"Драматургия"	"Д."	"КаменскийД"	"NA"	"NA"	"NA"	"NA"	"Русский вестник"	"NA"	"Т. 8-9"	"С. 1"	"периодика"
"180"	1844	"Mazeppa"	"Поэмы"	"И. Гогниев"	"ГогниевИЕ"	"Мазепа. Повесть лорда Байрона"	"Над Карлом в страшный день Полтавы"	"стихи"	"да"	"Репертуар и Пантеон"	"NA"	"Т. 8. Кн. 10"	"С. 33-60"	"периодика"
"181"	1844	"Vision of Belshazzar"	"Стихи, Еврейские мелодии"	"Д. Коптев"	"КоптевДИ"	"Видение Валтасара. Подражание Байрону"	"Во храмине богатой"	"стихи"	"да"	"Современник"	"NA"	"Т. 36. № 10"	"С. 106-107"	"периодика"
"182"	1844	"Sun of the Sleepless"	"Стихи; Еврейские мелодии"	"Кн. Н. Мансырев"	"МансыревНН"	"Из Байрона"	"Светило полночи, унылая луна!"	"стихи"	"да"	"Москвитянин"	"NA"	"Ч. 3. № 5"	"С. 7"	"периодика"
"183"	1844	"The Spell Is Broke"	"Стихи"	"Салтыков"	"СалтыковЩедринМЕ"	"Из Байрона"	"Разбит мой талисман, исчезло упоенье!"	"стихи"	"да"	"Современник"	"NA"	"Т. 35. № 7"	"С. 105"	"периодика"
"703"	1844	"NA"	"Стихи"	"В. Золотоницкий"	"ЗолотницкийВ"	"Прости"	"О если небесам святым"	"стихи"	"NA"	"Современник"	"NA"	"Т. 35"	"NA"	"периодика"
"184"	1844	"The Giaour"	"Поэмы"	"б.п."	"СтудитскийАЕ"	"Гяур. Отрывок из Турецкой повести Л. Байрона"	"Не дышет ветр, не плещет вал…"	"стихи"	"NA"	"Москвитянин"	"NA"	"Ч. 2. № 3"	"С. 1-44"	"периодика"
"185"	1844	"Sun of the Sleepless"	"Стихи, Еврейские мелодии"	"А. Фет"	"ФетАА"	"Еврейская мелодия (Из Байрона)"	"О, солнце, глаз бессоных, звездный луч"	"стихи"	"NA"	"Репертуар и Пантеон"	"NA"	"Т. 7. Кн. 8"	"С. 367"	"периодика"
